Measurement_date,Cohort,Spawning_date,Growout_Rack,Growout_Column,Growout_Trough,Length,Mass,Gonad Score,Predicted Sex,Notes
12/12/18,SF16-9B,3/2/16,3,A,3,14.8,0.02,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,13.1,0.32,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,18.9,0.42,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,64.3,3.25,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,21.0,0.36,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,16.4,0.24,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,20.5,0.27,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,56.9,7.24,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,48.5,2.32,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,60.0,4.86,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,20.9,0.62,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,60.6,1.92,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,47.6,3.35,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,83.8,7.59,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,88.2,15.91,2,M,
12/12/18,SF16-9B,3/2/16,3,A,3,14.6,0.43,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,19.1,0.28,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,22.6,1.11,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,59.4,4.33,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,22.7,0.68,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,32.8,0.73,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,30.4,1.03,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,77.9,9.21,1,F,
12/12/18,SF16-9B,3/2/16,3,A,3,35.0,2.04,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,84.0,11.64,1,F,
12/12/18,SF16-9B,3/2/16,3,A,3,19.5,0.12,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,44.5,3.48,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,51.5,2.47,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,39.1,2.21,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,41.8,2.33,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,37.0,1.12,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,22.8,0.39,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,71.6,3.61,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,27.2,0.31,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,74.5,9.40,1,F,
12/12/18,SF16-9B,3/2/16,3,A,3,73.5,17.21,2,M,
12/12/18,SF16-9B,3/2/16,3,A,3,42.0,2.16,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,28.9,0.47,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,16.6,0.14,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,15.7,0.12,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,25.3,0.35,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,12.2,0.17,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,37.4,1.14,0,,
12/12/18,SF16-9B,3/2/16,3,A,3,40.7,3.29,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,56.4,11.76,1,F,
12/12/18,SF16-9C,3/2/16,3,A,4,48.5,5.82,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,46.7,2.81,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,52.9,3.59,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,26.1,0.36,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,38.2,2.16,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,39.4,2.24,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,78.1,14.46,1,M,
12/12/18,SF16-9C,3/2/16,3,A,4,41.3,1.69,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,36.8,1.50,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,30.0,1.01,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,58.7,5.72,1,F,
12/12/18,SF16-9C,3/2/16,3,A,4,39.1,3.63,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,36.6,0.70,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,39.5,1.41,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,117.0,17.34,2,F,
12/12/18,SF16-9C,3/2/16,3,A,4,67.7,12.46,2,F,
12/12/18,SF16-9C,3/2/16,3,A,4,78.8,5.40,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,30.6,0.68,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,49.1,9.10,2,F,
12/12/18,SF16-9C,3/2/16,3,A,4,63.4,6.71,1,F,
12/12/18,SF16-9C,3/2/16,3,A,4,110.2,19.95,2,F,
12/12/18,SF16-9C,3/2/16,3,A,4,72.6,3.90,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,24.9,0.26,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,70.8,7.24,1,M,
12/12/18,SF16-9C,3/2/16,3,A,4,26.4,1.58,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,35.9,0.76,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,23.0,0.48,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,64.4,18.72,1,F,
12/12/18,SF16-9C,3/2/16,3,A,4,34.6,2.78,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,59.3,4.22,1,M,
12/12/18,SF16-9C,3/2/16,3,A,4,34.4,1.12,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,61.8,5.08,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,41.5,5.15,1,M,
12/12/18,SF16-9C,3/2/16,3,A,4,38.3,1.60,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,76.9,9.67,2,M,
12/12/18,SF16-9C,3/2/16,3,A,4,31.0,0.93,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,78.5,8.25,1,M,
12/12/18,SF16-9C,3/2/16,3,A,4,17.4,0.24,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,40.5,0.75,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,62.3,3.05,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,51.0,4.38,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,48.4,1.45,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,33.9,0.90,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,49.4,1.78,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,30.6,1.87,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,60.5,3.72,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,21.4,0.46,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,30.1,0.85,0,,
12/12/18,SF16-9C,3/2/16,3,A,4,35.0,0.81,0,,
12/12/18,SF16-9D,3/2/16,3,B,2,106.5,17.85,0,,
12/12/18,SF16-9D,3/2/16,3,B,2,76.1,9.74,0,,
12/12/18,SF16-9D,3/2/16,3,B,2,71.9,7.59,0,,
12/12/18,SF16-9D,3/2/16,3,B,2,85.6,30.70,1,F,
12/12/18,SF16-9D,3/2/16,3,B,2,76.5,15.46,1,F,
12/12/18,SF16-9D,3/2/16,3,B,2,62.1,6.64,0,,
12/12/18,SF16-9D,3/2/16,3,B,2,89.7,12.28,0,,
12/12/18,SF16-9D,3/2/16,3,B,2,64.5,6.27,0,,
12/12/18,SF16-9D,3/2/16,3,B,2,59.9,8.39,1,F,
12/12/18,SF16-9D,3/2/16,3,B,2,99.5,15.74,0,,
12/12/18,SF16-9D,3/2/16,3,B,2,16.5,0.25,0,,
12/12/18,SF16-9D,3/2/16,3,B,2,40.7,3.52,0,,
12/12/18,SF16-9D,3/2/16,3,B,2,48.8,3.77,0,,
12/12/18,SF16-9D,3/2/16,3,B,2,69.9,6.42,0,,
12/12/18,SF16-9D,3/2/16,3,B,2,26.0,0.39,0,,
12/12/18,SF16-9D,3/2/16,3,B,2,48.5,1.13,0,,
12/12/18,SF16-9D,3/2/16,3,B,2,50.4,8.73,0,,
12/12/18,SF16-9D,3/2/16,3,B,2,72.6,5.20,0,,
12/12/18,SF16-9D,3/2/16,3,B,2,86.5,10.46,1,F,
12/12/18,SF16-9D,3/2/16,3,B,2,113.8,18.88,2,M,
12/12/18,SF16-9D,3/2/16,3,B,2,43.9,6.10,1,F,
12/12/18,SF16-9D,3/2/16,3,B,2,71.3,11.46,1,M,
12/12/18,SF16-9D,3/2/16,3,B,2,28.3,1.10,0,,
12/12/18,SF16-9D,3/2/16,3,B,2,22.0,0.70,0,,
12/12/18,SF16-9D,3/2/16,3,B,2,80.4,5.35,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,50.7,3.99,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,28.1,0.37,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,30.1,0.48,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,19.2,0.40,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,27.9,1.41,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,22.9,0.37,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,19.5,0.37,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,35.4,1.19,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,26.8,0.50,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,10.9,0.07,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,31.2,0.28,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,49.7,2.50,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,28.8,0.99,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,32.9,2.67,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,78.5,18.35,1,M,
12/12/18,SF16-9D,3/2/16,3,B,3,46.1,2.33,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,68.3,5.11,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,74.6,3.79,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,88.1,8.98,1,F,
12/12/18,SF16-9D,3/2/16,3,B,3,51.1,5.83,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,17.0,0.25,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,37.2,1.18,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,46.1,2.89,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,25.8,1.26,0,,
12/12/18,SF16-9D,3/2/16,3,B,3,37.7,1.64,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,62.6,12.30,2,M,
12/12/18,SF16-9E,3/2/16,3,B,4,58.6,2.88,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,29.1,0.53,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,29.6,1.18,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,19.4,0.34,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,54.7,2.07,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,22.7,0.18,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,18.7,0.15,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,11.8,0.11,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,44.8,4.13,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,63.1,5.68,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,20.2,0.33,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,17.4,0.30,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,24.7,0.48,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,56.1,1.71,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,29.9,0.74,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,68.6,4.88,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,42.9,5.03,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,61.9,3.80,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,60.5,2.02,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,74.8,5.06,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,43.7,1.59,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,44.6,2.65,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,25.1,0.57,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,53.1,1.24,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,35.5,1.26,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,41.5,1.57,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,25.1,0.50,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,22.7,0.57,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,60.2,5.30,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,44.8,4.75,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,42.6,1.96,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,33.7,1.37,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,37.1,1.38,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,17.7,0.18,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,25.1,0.36,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,32.5,0.97,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,39.8,3.44,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,23.7,0.35,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,24.5,0.38,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,33.1,0.86,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,26.3,0.42,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,68.5,6.90,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,30.3,0.44,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,18.8,0.20,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,15.3,0.16,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,24.4,0.82,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,42.3,1.49,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,71.6,6.98,0,,
12/12/18,SF16-9E,3/2/16,3,B,4,53.0,2.14,0,,
