Measurement_date,SHL_case_number,Spawning_date,Tag,From_Growout_Rack,From_Growout_Column,From_Growout_Trough,To_Growout_Rack,To_Growout_Column,To_Growout_Trough,Length,Gonad_Score,Predicted_Sex,Notes
9/18/18,SF16-9B,3/2/16,Lav_183,3,A,3,1,A,2,46.1,1,M,
9/18/18,SF16-9B,3/2/16,Lav_169,3,A,3,1,A,2,54.3,1,M,
9/18/18,SF16-9B,3/2/16,Lav_120,3,A,3,1,A,2,55.7,1,M,
9/18/18,SF16-9B,3/2/16,Lav_100,3,A,3,1,A,2,45.5,1,F,
9/18/18,SF16-9B,3/2/16,Lav_110,3,A,3,1,A,2,41.3,1,F,
9/18/18,SF16-9B,3/2/16,Lav_178,3,A,3,1,A,2,55.1,1,F,
9/18/18,SF16-9B,3/2/16,Lav_164,3,A,3,1,A,2,58.9,1,F,
9/18/18,SF16-9B,3/2/16,Lav_134,3,A,3,1,A,2,49.0,1,M,
9/18/18,SF16-9B,3/2/16,Lav_158,3,A,3,1,A,2,46.6,1,M,
9/18/18,SF16-9B,3/2/16,Lav_143,3,A,3,1,A,2,51.0,1,M,
9/18/18,SF16-9B,3/2/16,Lav_161,3,A,3,1,A,2,50.3,1,F,
9/18/18,SF16-9B,3/2/16,Lav_162,3,A,3,1,A,2,53.1,1,M,
9/18/18,SF16-9B,3/2/16,Lav_157,3,A,3,1,A,2,41.9,1,F,
9/18/18,SF16-9B,3/2/16,Lav_165,3,A,3,1,A,2,45.7,1,F,
9/19/18,SF16-9C,3/2/16,Lav_189,3,A,4,1,A,2,56.8,1,F,
9/19/18,SF16-9C,3/2/16,Lav_160,3,A,4,1,A,2,60.4,1,F,
9/19/18,SF16-9C,3/2/16,Lav_175,3,A,4,1,A,2,56.9,1,F,
9/19/18,SF16-9C,3/2/16,Lav_173,3,A,4,1,A,2,55.3,1,M,
9/19/18,SF16-9C,3/2/16,Lav_138,3,A,4,1,A,2,50.3,1,F,
9/19/18,SF16-9C,3/2/16,Lav_179,3,A,4,1,A,2,44.2,1,M,
9/19/18,SF16-9C,3/2/16,Lav_130,3,A,4,1,A,2,47.3,1,F,
9/19/18,SF16-9C,3/2/16,Lav_155,3,A,4,1,A,2,43.3,1,M,
9/19/18,SF16-9C,3/2/16,Lav_142,3,A,4,1,A,2,47.0,1,F,
9/19/18,SF16-9C,3/2/16,Lav_190,3,A,4,1,A,2,42.2,1,M,
9/19/18,SF16-9C,3/2/16,Lav_159,3,A,4,1,A,2,59.5,1,F,
9/19/18,SF16-9D,3/2/16,Lav_144,3,B,2,1,A,2,68.3,0,,
9/19/18,SF16-9D,3/2/16,Lav_186,3,B,2,1,A,2,65.3,1,F,
9/19/18,SF16-9D,3/2/16,Lav_105,3,B,2,1,A,2,61.1,1,M,WEIRD SHELL BREAK/GROWTH
9/19/18,SF16-9D,3/2/16,Lav_119,3,B,2,1,A,2,75.6,1,F,
9/19/18,SF16-9D,3/2/16,Lav_146,3,B,2,1,A,2,59.3,0,,
9/19/18,SF16-9D,3/2/16,Lav_198,3,B,2,1,A,2,54.6,1,M,
9/19/18,SF16-9D,3/2/16,Lav_171,3,B,2,1,A,2,48.6,1,M,
9/19/18,SF16-9D,3/2/16,Lav_154,3,B,2,1,A,2,73.5,1,F,
9/19/18,SF16-9D,3/2/16,Lav_115,3,B,2,1,A,2,59.0,1,M,
9/19/18,SF16-9D,3/2/16,Lav_172,3,B,2,1,A,2,50.8,1,M,
9/19/18,SF16-9D,3/2/16,Lav_102,3,B,2,1,A,2,51.9,0,,
9/19/18,SF16-9D,3/2/16,Lav_147,3,B,2,1,A,2,48.1,1,M,
9/19/18,SF16-9D,3/2/16,Lav_167,3,B,2,1,A,2,55.3,0,,
9/19/18,SF16-9D,3/2/16,Lav_111,3,B,2,1,A,2,54.6,1,M,
9/19/18,SF16-9D,3/2/16,Lav_177,3,B,2,1,A,2,43.3,1,M,
9/19/18,SF16-9D,3/2/16,Lav_108,3,B,2,1,A,2,64.1,1,M,
9/19/18,SF16-9D,3/2/16,Lav_197,3,B,2,1,A,2,51.4,0,,
9/19/18,SF16-9D,3/2/16,Lav_123,3,B,2,1,A,2,47.4,0,,
9/19/18,SF16-9D,3/2/16,Lav_117,3,B,2,1,A,2,54.4,0,,
9/19/18,SF16-9D,3/2/16,Lav_129,3,B,2,1,A,2,54.2,0,,
9/19/18,SF16-9D,3/2/16,Lav_116,3,B,2,1,A,2,49.0,0,,
9/19/18,SF16-9D,3/2/16,Lav_109,3,B,2,1,A,2,53.9,1,M,
9/19/18,SF16-9D,3/2/16,Lav_192,3,B,2,1,A,2,57.4,1,M,
9/19/18,SF16-9D,3/2/16,Lav_140,3,B,2,1,A,2,47.1,1,F,
9/19/18,SF16-9D,3/2/16,Lav_125,3,B,2,1,A,2,52.4,0,,
9/19/18,SF16-9D,3/2/16,Lav_194,3,B,2,1,A,2,42.7,0,,
9/19/18,SF16-9D,3/2/16,Lav_151,3,B,2,1,A,2,53.6,0,,
9/19/18,SF16-9D,3/2/16,Lav_122,3,B,2,1,A,2,54.1,0,,
9/19/18,SF16-9D,3/2/16,Lav_112,3,B,2,1,A,2,54.0,1,M,
9/19/18,SF16-9D,3/2/16,Lav_128,3,B,2,1,A,2,55.4,1,F,
9/19/18,SF16-9D,3/2/16,Lav_152,3,B,2,1,A,2,63.9,1,M,
9/19/18,SF16-9D,3/2/16,Lav_118,3,B,2,1,A,2,62.9,1,M,
9/19/18,SF16-9D,3/2/16,Lav_181,3,B,2,1,A,2,59.8,2,M,
9/19/18,SF16-9D,3/2/16,Lav_126,3,B,2,1,A,2,55.8,1,M,
9/19/18,SF16-9D,3/2/16,Lav_132,3,B,2,1,A,2,61.0,1,M,
9/19/18,SF16-9D,3/2/16,Lav_185,3,B,2,1,A,2,67.5,1,F,
9/19/18,SF16-9D,3/2/16,Lav_163,3,B,2,1,A,2,48.6,1,F,
9/19/18,SF16-9D,3/2/16,Lav_184,3,B,2,1,A,2,47.8,0,,
9/19/18,SF16-9D,3/2/16,Lav_113,3,B,2,1,A,2,55.7,0,,
9/19/18,SF16-9D,3/2/16,Lav_176,3,B,2,1,A,2,50.7,0,,
9/19/18,SF16-9D,3/2/16,Lav_174,3,B,2,1,A,2,49.4,1,M,
9/19/18,SF16-9D,3/2/16,Lav_141,3,B,2,1,A,2,65.1,1,M,SHRUNKEN 1
9/19/18,SF16-9D,3/2/16,Lav_106,3,B,2,1,A,2,67.3,1,M,
9/19/18,SF16-9D,3/2/16,Lav_187,3,B,2,1,A,2,57.5,1,M,
9/19/18,SF16-9D,3/2/16,Lav_137,3,B,2,1,A,2,60.9,1,M,
9/19/18,SF16-9D,3/2/16,Lav_195,3,B,2,1,A,2,45.9,0,,
9/19/18,SF16-9D,3/2/16,Lav_166,3,B,2,1,A,2,52.5,0,,
9/19/18,SF16-9D,3/2/16,Lav_103,3,B,2,1,A,2,39.6,1,M,
9/19/18,SF16-9D,3/2/16,Lav_153,3,B,2,1,A,2,46.4,1,M,SHRUNKEN 1
9/20/18,SF16-9D,3/2/16,Lav_136,3,B,3,1,A,2,53.4,1,F,
9/20/18,SF16-9D,3/2/16,Lav_121,3,B,3,1,A,2,55.7,1,M,
9/20/18,SF16-9D,3/2/16,Lav_139,3,B,3,1,A,2,55.4,1,F,
9/20/18,SF16-9D,3/2/16,Lav_104,3,B,3,1,A,2,59.9,1,M,
9/20/18,SF16-9D,3/2/16,Lav_148,3,B,3,1,A,2,57.1,1,F,
9/20/18,SF16-9D,3/2/16,Lav_133,3,B,3,1,A,2,55.9,1,F,
9/20/18,SF16-9D,3/2/16,Lav_145,3,B,3,1,A,2,58.4,1,M,
9/20/18,SF16-9D,3/2/16,Lav_114,3,B,3,1,A,2,56.0,1,F,
9/20/18,SF16-9D,3/2/16,Lav_168,3,B,3,1,A,2,49.6,1,M,
9/20/18,SF16-9D,3/2/16,Lav_107,3,B,3,1,A,2,57.5,1,F,
9/20/18,SF16-9D,3/2/16,Lav_191,3,B,3,1,A,2,48.3,1,M,
9/20/18,SF16-9D,3/2/16,Lav_149,3,B,3,1,A,2,46.6,,,
9/20/18,SF16-9D,3/2/16,Lav_124,3,B,3,1,A,2,41.5,1,M,
9/20/18,SF16-9D,3/2/16,Lav_193,3,B,3,1,A,2,49.9,1,F,
9/20/18,SF16-9D,3/2/16,Lav_199,3,B,3,1,A,2,50.1,1,M,
9/20/18,SF16-9D,3/2/16,Lav_150,3,B,3,1,A,2,46.2,1,F,
9/20/18,SF16-9D,3/2/16,Lav_188,3,B,3,1,A,2,47.0,1,M,
9/20/18,SF16-9D,3/2/16,Lav_180,3,B,3,1,A,2,68.0,1,M,
9/20/18,SF16-9D,3/2/16,Lav_170,3,B,3,1,A,2,43.7,0,,
9/20/18,SF16-9D,3/2/16,Lav_203,3,B,3,1,A,2,43.8,1,M,
